FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,INTPTLAT10,INTPTLON10,State,COUNTY,HH_COUNT,OHU_OWN,OHU_RENT,PERC_OWN,PERC_RENT,MHI,MED_VAL,HOUSINGCOS,MCR_ANNUAL,MSMOC_TOT_,TAX_RET,Avg_TransC,REtaxperow,DISP_INC,energy_cos,REtax_ACS,AVG_TTL,LOCALNAME,Shape_Area
108,34,29,724000,34029724000,39.9414224,-74.2097333,New Jersey,Ocean County,1098,929,220,0.808529156,0.191470844,60408,226400,16958.8303,16008,17184,1061.791411,11158.49931,1322.994738,24357.58568,2778.600415,3485,5154.484298,South Toms River Borough,0.000324771
109,34,29,728000,34029728000,39.9173001,-74.0819461,New Jersey,Ocean County,2537,1489,1448,0.506979911,0.493020089,40183,472200,14957.6588,11496,18324,2330.640721,7422.559559,4119.786063,10561.76627,2118.550263,5362,5122.465113,Seaside Park Borough,0.000401388
110,34,29,731002,34029731002,39.895231,-74.1337105,New Jersey,Ocean County,1408,1292,68,0.95,0.05,76389,323300,19729.8,14292,20016,2485.895112,14110.49205,4530.027634,32220.20354,2639.614458,3908,7688.889947,Berkeley Township,0.000890365
111,34,29,731103,34029731103,39.8985735,-74.1909058,New Jersey,Ocean County,1297,1204,94,0.927580894,0.072419106,73382,301200,23094.5639,20412,23304,1576.158702,13555.04232,3082.151781,26347.83503,2998.336625,3874,7386.222127,Berkeley Township,0.001431539
112,34,29,731101,34029731101,39.9291374,-74.1666507,New Jersey,Ocean County,1124,1058,171,0.86086249,0.13913751,70750,282100,18848.0944,13404,19728,1378.713854,13068.86218,3139.72025,28865.02562,2622.39228,3575,7345.625528,Berkeley Township,0.000352142
113,34,29,731204,34029731204,39.9348159,-74.2576655,New Jersey,Ocean County,2265,2249,24,0.989441267,0.010558733,37114,193200,7895.7413,0,7980,2244.218012,6855.657255,1155.229311,17387.7588,1807.74819,3681,3167.094461,Berkeley Township,0.004337266
114,34,29,731205,34029731205,39.9532346,-74.2247589,New Jersey,Ocean County,1859,1759,138,0.927253558,0.072746442,32646,156800,7054.1212,11160,6732,1963.398773,6030.333209,1292.043985,15005.09826,1770.834589,2461,2785.61274,Berkeley Township,0.000448316
115,34,29,713800,34029713800,40.0429884,-74.0754071,New Jersey,Ocean County,1344,1253,175,0.87745098,0.12254902,77969,329300,17830.7647,13440,18444,1634.300335,14402.34791,3113.353964,34733.72442,2524.367612,4590,8477.795356,Brick Township,0.00075122
116,34,29,713000,34029713000,40.0835419,-74.1001966,New Jersey,Ocean County,1785,1261,501,0.715664018,0.284335982,58958,330200,15919.7299,11016,17868,2173.176421,10890.65691,4485.982292,22902.49553,2197.07376,4576,7048.043901,Brick Township,0.000303149
117,34,29,713100,34029713100,40.0918566,-74.1088673,New Jersey,Ocean County,2477,2356,141,0.943532239,0.056467761,75536,312700,21516.9756,16320,21828,3111.166413,13952.92683,3363.667601,28411.94455,2714.664945,4459,8939.48807,Brick Township,0.00045553
118,34,29,713203,34029713203,40.1034643,-74.1246546,New Jersey,Ocean County,2107,1735,545,0.760964912,0.239035088,50802,242700,14173.6316,13644,14340,2702.929963,9384.089558,3968.262839,19003.70831,2228.286685,4044,6012.28385,Brick Township,0.000385318
119,34,29,713401,34029713401,40.0987582,-74.1426242,New Jersey,Ocean County,1922,1652,369,0.81741712,0.18258288,76813,239200,19818.9174,15552,20772,2453.33042,14188.81287,3806.865285,31327.87521,2394.817995,3483,9082.576527,Brick Township,0.000366712
120,34,29,713300,34029713300,40.0867576,-74.133802,New Jersey,Ocean County,2149,2085,151,0.932468694,0.067531306,33580,173200,9005.9463,14556,8604,2798.145461,6202.860662,3418.450887,12499.20975,1897.878105,2865,3974.105187,Brick Township,0.000291478
121,34,29,713500,34029713500,40.0654986,-74.117023,New Jersey,Ocean County,1299,1277,108,0.922021661,0.077978339,58250,358300,14370.1603,15720,14256,1691.265292,10759.87593,3373.540712,23840.65925,2385.569349,5635,6893.735173,Brick Township,0.000361267
122,34,29,713600,34029713600,40.0690244,-74.0984807,New Jersey,Ocean County,1272,1219,114,0.91447862,0.08552138,87351,324800,21387.7899,21300,21396,1580.577275,16135.38063,3302.760975,36651.61487,2838.452168,4861,10337.76242,Brick Township,0.000238643
123,34,29,713700,34029713700,40.0599635,-74.0765711,New Jersey,Ocean County,1064,967,99,0.907129456,0.092870544,106854,475900,20083.7336,15588,20544,1638.896768,19737.95334,4317.081436,51692.44104,2693.980548,6661,12645.89147,Brick Township,0.00021472
124,34,29,713900,34029713900,40.0518443,-74.1263528,New Jersey,Ocean County,2400,1705,910,0.652007648,0.347992352,49655,285300,16992.2524,11844,19740,2727.626571,9172.21698,3818.635713,15808.04448,2283.35407,4289,5399.13207,Brick Township,0.000423928
125,34,29,714000,34029714000,40.0454183,-74.1514858,New Jersey,Ocean County,2292,2186,126,0.94550173,0.05449827,66081,307500,22260.7266,12072,22848,2387.31973,12206.40963,2606.802509,21722.39651,2706.288599,4471,7185.17866,Brick Township,0.000437929
126,34,29,714100,34029714100,40.0250226,-74.1423844,New Jersey,Ocean County,1544,1549,54,0.966313163,0.033686837,44602,237000,10610.7848,12756,10536,1708.77478,8238.832378,2633.183401,18792.80986,2109.868231,4432,4849.704735,Brick Township,0.000365949
127,34,29,714200,34029714200,40.029721,-74.1170087,New Jersey,Ocean County,2444,1920,550,0.777327935,0.222672065,68000,338900,19230.8502,10332,21780,3438.236907,12560.8852,4274.469965,26319.11433,2495.313174,4571,7393.837092,Brick Township,0.00065065
128,34,29,714300,34029714300,40.0241888,-74.0879046,New Jersey,Ocean County,1350,1316,57,0.958485069,0.041514931,80516,463700,22977.2819,14880,23328,1834.967591,14872.82695,3328.282716,31007.79888,2903.35422,5915,8754.738048,Brick Township,0.00048719
129,34,29,714400,34029714400,40.014287,-74.0625128,New Jersey,Ocean County,372,416,0,1,0,70750,732800,17100,0,17100,683.4368286,13068.86218,13597.71297,26347.21017,2756.717522,10000,11477.21013,Brick Township,0.000145009
130,34,29,722100,34029722100,40.0229169,-74.2046198,New Jersey,Ocean County,2587,2412,147,0.942555686,0.057444314,75464,394900,19703.9578,16356,19908,3324.423928,13939.62707,3745.792955,29384.64133,2772.953982,6016,9662.819821,Toms River Township,0.001335001
131,34,29,722200,34029722200,40.0207312,-74.1715371,New Jersey,Ocean County,1515,1326,94,0.933802817,0.066197183,31463,151000,7339.6732,11172,7068,2016.431999,5811.810751,3379.607255,12877.47986,1644.731366,1593,3789.304828,Toms River Township,0.000372685
132,34,29,722300,34029722300,40.0087097,-74.1748056,New Jersey,Ocean County,1256,1199,87,0.932348367,0.067651633,108981,431400,27176.2675,14556,28092,1816.913845,20130.85044,3367.761503,45297.10874,3251.444215,6241,13125.3291,Toms River Township,0.001173948
133,34,29,722500,34029722500,39.9933463,-74.0819169,New Jersey,Ocean County,714,775,54,0.934861279,0.065138721,59158,616100,13322.924,9576,13584,1005.575544,10927.60069,4693.924341,24635.12319,2263.303021,6264,8009.049107,Toms River Township,0.000248811
134,34,29,722600,34029722600,39.9791327,-74.1202293,New Jersey,Ocean County,1119,968,147,0.868161435,0.131838565,72708,347000,20857.8081,14232,21864,1487.531803,13430.54178,3415.207372,26896.77744,2766.14969,4344,8756.72299,Toms River Township,0.000616813
135,34,29,722702,34029722702,39.9763208,-74.1481136,New Jersey,Ocean County,1493,1321,181,0.879494008,0.120505992,76842,304800,18846.751,17232,19068,1839.34488,14194.16971,3094.471784,31600.94645,2945.523878,3660,9254.608956,Toms River Township,0.0002854
136,34,29,722800,34029722800,39.9736603,-74.1920243,New Jersey,Ocean County,1679,1164,768,0.602484472,0.397515528,72033,344200,19714.5093,11928,24852,2362.342173,13305.85652,4510.409775,28001.50831,2335.697751,4241,8675.428111,Toms River Township,0.000318388
137,34,29,722900,34029722900,39.9797036,-74.2045877,New Jersey,Ocean County,1932,934,978,0.488493724,0.511506276,74474,323400,17586.0628,14532,20784,2369.425657,13756.75536,5637.965158,31809.44941,2352.317954,4118,8969.414479,Toms River Township,0.000320654
138,34,29,723000,34029723000,39.9789427,-74.2323054,New Jersey,Ocean County,1863,1454,466,0.757291667,0.242708333,79781,296100,18303.6875,12624,20124,2348.479138,14737.05856,4389.620472,33908.1043,2616.557726,3732,10215.59191,Toms River Township,0.001399425
139,34,29,723200,34029723200,39.9684503,-74.1659343,New Jersey,Ocean County,2037,1968,81,0.960468521,0.039531479,95250,351700,22306.2079,24012,22236,2531.165226,17594.47522,2858.390622,40760.42927,3117.276989,4391,11471.61062,Toms River Township,0.000542575
140,34,29,723300,34029723300,39.9594148,-74.1398771,New Jersey,Ocean County,2332,1847,414,0.816895179,0.183104821,69799,276200,19008.1115,11460,20700,2979.785929,12893.1945,3585.455581,26830.58155,2660.740272,3422,8406.372173,Toms River Township,0.000457926
141,34,29,723400,34029723400,39.9553715,-74.1118028,New Jersey,Ocean County,1347,1286,57,0.957557707,0.042442293,78856,371500,19186.1147,15624,19344,2217.130735,14566.19358,3831.567764,32959.76491,2646.758026,4493,9497.168786,Toms River Township,0.000246529
142,34,29,723500,34029723500,39.9455672,-74.1182593,New Jersey,Ocean County,1066,819,335,0.709705373,0.290294627,54896,247200,13750.9289,11460,14688,1691.772281,10140.32873,4590.755678,22259.3495,2133.89117,3220,6611.501695,Toms River Township,0.000164322
143,34,29,723600,34029723600,39.9498833,-74.1716301,New Jersey,Ocean County,965,754,214,0.77892562,0.22107438,63974,309900,16691.7025,10560,18432,1352.945592,11817.20691,3987.816474,25298.6509,2461.612212,4021,7704.827482,Toms River Township,0.000209883
144,34,29,726000,34029726000,39.9417917,-74.1438141,New Jersey,Ocean County,683,563,64,0.897926635,0.102073365,77269,401400,20275.4067,15168,20856,1049.974595,14273.04468,6367.355208,29773.77966,2565.196708,5313,10381.57225,Island Heights Borough,0.000169208
145,34,29,732002,34029732002,39.8362482,-74.2144842,New Jersey,Ocean County,3179,2835,258,0.916585839,0.083414161,60852,251100,18333.1717,20280,18156,3749.734891,11240.5145,3098.860933,22070.90112,2609.528293,3508,6597.884388,Lacey Township,0.001398443
146,34,29,722401,34029722401,40.0106324,-74.1181756,New Jersey,Ocean County,1976,1651,339,0.829648241,0.170351759,73438,367300,21355.001,14376,22788,2762.559062,13565.38658,3718.695991,26922.39236,2750.578165,4566,8844.641895,Toms River Township,0.000350813
147,34,29,723100,34029723100,39.9566514,-74.1894155,New Jersey,Ocean County,1584,1057,488,0.684142395,0.315857605,79125,338600,18165.965,10416,21744,2461.709676,14615.88296,4809.468527,34678.22782,2273.281976,4058,9391.642243,Toms River Township,0.000389522
148,34,29,727001,34029727001,39.9648311,-74.0831304,New Jersey,Ocean County,933,837,174,0.827893175,0.172106825,60625,723600,13613.092,11040,14148,808.7015401,11198.58331,3495.31159,25165.30963,2440.357562,4731,8207.657495,Lavallette Borough,0.000217372
149,34,29,736002,34029736002,39.6390385,-74.2913637,New Jersey,Ocean County,621,479,88,0.844797178,0.155202822,60221,300400,15594.455,10992,16440,918.442623,11123.95688,5357.816974,24169.28751,2411.970343,4495,6921.330271,Eagleswood Township,0.004441807
150,34,29,717501,34029717501,40.1109263,-74.2716187,New Jersey,Ocean County,2959,2457,464,0.841150291,0.158849709,71563,278600,20577.9336,15420,21552,3807.713088,13219.03864,5055.718616,27011.89651,2501.089097,4855,8253.042149,Jackson Township,0.000793011
151,34,29,717001,34029717001,40.1360408,-74.2533876,New Jersey,Ocean County,882,830,51,0.942111237,0.057888763,85734,343700,24418.9921,24012,24444,1124.13739,15836.69017,4432.504345,32366.54223,3215.032955,5503,9896.74254,Jackson Township,0.00028722
152,34,29,717101,34029717101,40.1515816,-74.2838449,New Jersey,Ocean County,2560,2345,206,0.919247354,0.080752646,100579,384500,27789.1541,16692,28764,3263.141035,18578.84224,4561.830053,39329.47359,3245.371562,6287,11636.1585,Jackson Township,0.001545892
153,34,29,717002,34029717002,40.1254163,-74.2614917,New Jersey,Ocean County,1657,819,778,0.512836569,0.487163431,72031,332900,18666.6049,14088,23016,2826.15926,13305.48709,11293.29309,29304.22806,2439.74933,5189,8314.930621,Jackson Township,0.000346099
154,34,29,717200,34029717200,40.1390382,-74.3460732,New Jersey,Ocean County,2963,2470,284,0.896877269,0.103122731,103312,414100,24961.5686,12660,26376,4113.337404,19083.679,5450.654658,44329.07278,3010.256916,7071,11927.42271,Jackson Township,0.004252809
155,34,29,717300,34029717300,40.1192634,-74.4236761,New Jersey,Ocean County,1763,1625,143,0.919117647,0.080882353,98720,450800,28332.1765,9516,29988,2435.750036,18235.44981,4885.095305,37354.95973,3364.317121,7079,11433.09684,Jackson Township,0.004629214
156,34,29,717400,34029717400,40.0732223,-74.3668998,New Jersey,Ocean County,2018,1801,215,0.893353175,0.106646825,58750,334500,16815.8333,9912,17640,2715.257392,10852.23538,4915.340685,21823.53811,2484.143865,5375,6774.249348,Jackson Township,0.010136008
157,34,29,735104,34029735104,39.699327,-74.2121368,New Jersey,Ocean County,1456,1163,240,0.82893799,0.17106201,61571,375600,20619.6522,8484,23124,2017.338281,11373.32739,4704.19721,20418.20846,2732.047075,6035,6427.764876,Stafford Township,0.004157111
158,34,29,736105,34029736105,39.553581,-74.3861016,New Jersey,Ocean County,1735,1598,255,0.862385321,0.137614679,52068,320400,14249.7248,12180,14580,2957.318175,9617.943685,3882.979889,20626.34678,2450.828286,4745,5123.156453,Little Egg Harbor Townsh*,0.000825887
159,34,29,715902,34029715902,40.0437649,-74.1862166,New Jersey,Ocean County,2664,2161,712,0.752175426,0.247824574,30135,124300,10118.9614,16356,8064,3001.674956,5566.504052,2259.709021,9757.434631,1736.911566,2073,2955.188352,Lakewood Township,0.000380947
160,34,29,739100,34029739100,39.9855537,-74.43716,New Jersey,Ocean County,1045,1044,122,0.895368782,0.104631218,29571,87500,7058.6552,19404,5616,1090.264618,5462.322592,1421.11096,12596.63133,1690.017954,1516,2763.372924,Manchester Township,0.015142847
161,34,29,720205,34029720205,40.0254686,-74.2952152,New Jersey,Ocean County,1679,1592,74,0.955582233,0.044417767,42215,196900,7705.8151,0,8064,1607.677677,7797.908363,1382.361119,20973.66257,1767.027854,2849,3970.586117,Manchester Township,0.000705149
162,34,29,715901,34029715901,40.0455074,-74.2050545,New Jersey,Ocean County,1144,570,643,0.469909316,0.530090684,68177,243200,19455.2943,15384,24048,1400.139233,12593.58045,3996.13355,27398.03865,2044.310056,4638,6685.776548,Lakewood Township,0.000128753
163,34,29,720206,34029720206,40.0397871,-74.2744008,New Jersey,Ocean County,3202,2828,206,0.932102835,0.067897165,52661,324200,10339.4357,3852,10812,2910.889597,9727.481993,1409.00301,25583.79722,2057.187011,4848,4953.098081,Manchester Township,0.000940586
164,34,29,722001,34029722001,40.04733,-74.2454277,New Jersey,Ocean County,2271,1975,98,0.952725519,0.047274481,65688,297600,16555.5948,17676,16500,2584.999418,12133.8151,3557.115952,26200.02474,2387.517594,4070,8411.047763,Toms River Township,0.000521597
165,34,31,183200,34031183200,40.9185379,-74.1693731,New Jersey,Passaic County,1027,34,994,0.03307393,0.96692607,22051,385700,8609.0428,7824,31560,2409.505858,3421.22147,27414.20083,7312.764456,1375.485868,8152,1332.485405,Paterson City,8.82E-05
166,34,31,182100,34031182100,40.9019322,-74.1718224,New Jersey,Passaic County,1183,329,864,0.275775356,0.724224644,29676,259500,13690.6723,9468,24780,1736.115056,4604.24327,4236.270395,7789.84511,1713.411781,6114,1877.827538,Paterson City,0.000120763
167,34,31,181300,34031181300,40.9194704,-74.1510459,New Jersey,Passaic County,1692,331,1376,0.19390744,0.80609256,31506,351900,12213.42,10680,18588,2519.935825,4888.168502,6273.456366,10364.42197,1910.095633,6112,2129.893896,Paterson City,4.80E-05
168,34,31,203600,34031203600,40.9415203,-74.1744352,New Jersey,Passaic County,1797,801,818,0.494749846,0.505250154,63194,325700,18252.1334,13176,23436,2584.311547,9804.574378,9566.474937,25227.62623,2265.018657,7925,7644.647332,Prospect Park Borough,0.000132358
169,34,31,124323,34031124323,40.8528706,-74.1703967,New Jersey,Passaic County,1497,206,859,0.19342723,0.80657277,54939,363900,13678.8958,13152,15876,2294.410038,8523.807826,32920.43652,24278.76772,1488.574778,7865,6968.953881,Clifton City,8.19E-05
170,34,31,124322,34031124322,40.8468563,-74.1639981,New Jersey,Passaic County,1802,1459,677,0.683052434,0.316947566,66364,358500,18192.1798,10848,21600,2134.035692,10296.40115,4326.40408,27310.54918,2146.134579,6951,8418.735299,Clifton City,0.000252628
171,34,31,124602,34031124602,40.8784518,-74.1535646,New Jersey,Passaic County,1848,866,827,0.511518015,0.488481985,71063,370300,17963.4117,11328,24300,2689.044635,11025.45288,4159.822043,34129.32927,1891.503046,7098,6053.303114,Clifton City,0.000133499
172,34,31,124800,34031124800,40.8795645,-74.1423882,New Jersey,Passaic County,1482,732,751,0.493594066,0.506405934,52568,373300,17362.8753,14040,20772,2192.155953,8155.946227,4011.945261,20672.14453,1899.175733,6630,4477.858211,Clifton City,0.000107271
173,34,31,182600,34031182600,40.9034133,-74.1377637,New Jersey,Passaic County,1664,887,889,0.499436937,0.500563063,51885,358600,19124.8581,11016,27252,3070.054561,8049.978504,3964.999842,18973.20466,2143.486704,6690,3593.472033,Paterson City,0.0002056
174,34,31,124402,34031124402,40.8313518,-74.1354243,New Jersey,Passaic County,1999,1512,522,0.743362832,0.256637168,69659,360200,21130.3009,13548,23748,3076.455524,10807.62171,6667.809366,26610.64087,2178.696605,6946,8931.739912,Clifton City,0.000389487
175,34,31,163500,34031163500,40.9636178,-74.1852805,New Jersey,Passaic County,3123,2423,278,0.897075157,0.102924843,103562,511000,24525.9385,11748,25992,4424.741152,16067.68572,5414.695533,47707.00582,2733.361484,9015,12528.00847,North Haledon Borough,0.000969419
176,34,31,256805,34031256805,41.096817,-74.4257213,New Jersey,Passaic County,1798,1376,230,0.856787049,0.143212951,97824,381200,24544.7522,11220,26772,2181.369003,15177.43273,7704.806235,42754.82547,2669.279182,8274,12677.71042,West Milford Township,0.009892208
177,34,31,133701,34031133701,40.9332463,-74.1849358,New Jersey,Passaic County,1698,651,647,0.501540832,0.498459168,53095,362100,17289.9938,12084,22464,2514.349522,8237.710488,11452.07666,18916.49009,2227.845375,8125,6422.960251,Haledon Borough,0.000113142
178,34,31,133702,34031133702,40.937307,-74.1905315,New Jersey,Passaic County,1080,493,373,0.569284065,0.430715935,72500,390300,22229.0439,11736,30168,1490.619478,11248.404,8965.189187,28121.33793,2130.809834,8146,8770.404336,Haledon Borough,0.000206889
179,34,31,154001,34031154001,40.871205,-74.2082742,New Jersey,Passaic County,1909,1448,453,0.761704366,0.238295634,86794,395000,22485.2667,14268,25056,2279.478185,13466.12382,5229.987561,37340.44664,2178.406216,7577,11323.75662,Little Falls Township,0.000453075
